source,target,type
R-HSA-5423599,R-HSA-912446,h
R-HSA-9675132,R-HSA-912446,h
R-HSA-9630747,R-HSA-912446,h
R-HSA-69620,R-HSA-1221632,h
R-HSA-69481,R-HSA-1221632,h
R-HSA-73886,R-HSA-1221632,h
R-HSA-68886,R-HSA-1221632,h
R-HSA-2559583,R-HSA-1221632,h
R-HSA-4839726,R-HSA-1221632,h
R-HSA-3247509,R-HSA-1221632,h
R-HSA-73894,R-HSA-1221632,h
R-HSA-5693532,R-HSA-1221632,h
R-HSA-5693606,R-HSA-1221632,h
R-HSA-5693538,R-HSA-1221632,h
R-HSA-73884,R-HSA-1221632,h
R-HSA-73929,R-HSA-1221632,h
R-HSA-69306,R-HSA-1221632,h
R-HSA-69002,R-HSA-1221632,h
R-HSA-68867,R-HSA-1221632,h
R-HSA-5619507,R-HSA-1221632,h
R-HSA-5617472,R-HSA-1221632,h
R-HSA-9645723,R-HSA-1221632,h
R-HSA-9710421,R-HSA-1221632,h
R-HSA-211000,R-HSA-1221632,h
R-HSA-212165,R-HSA-1221632,h
R-HSA-5334118,R-HSA-1221632,h
R-HSA-977225,R-HSA-1221632,h
R-HSA-912446,R-HSA-1221632,h
R-HSA-8939211,R-HSA-1221632,h
R-HSA-1640170,R-HSA-1221632,h
R-HSA-8953897,R-HSA-1221632,h
R-HSA-2262752,R-HSA-1221632,h
R-HSA-3371556,R-HSA-1221632,h
R-HSA-6783310,R-HSA-1221632,h
R-HSA-9675135,R-HSA-1221632,h
R-HSA-9675136,R-HSA-1221632,h
R-HSA-74160,R-HSA-1221632,h
R-HSA-212436,R-HSA-1221632,h
R-HSA-3371497,R-HSA-1221632,h
R-HSA-9734009,R-HSA-1221632,h
R-HSA-109581,R-HSA-1221632,h
R-HSA-75153,R-HSA-1221632,h
R-HSA-5696399,R-HSA-1221632,h
R-HSA-5688426,R-HSA-1221632,h
R-HSA-5619507,R-HSA-73886,h
R-HSA-5617472,R-HSA-73886,h
R-HSA-73884,R-HSA-73886,h
R-HSA-73929,R-HSA-73886,h
R-HSA-69620,R-HSA-73886,h
R-HSA-69278,R-HSA-73886,h
R-HSA-390466,R-HSA-73886,h
R-HSA-68962,R-HSA-73886,h
R-HSA-3371556,R-HSA-73886,h
R-HSA-2559583,R-HSA-73886,h
R-HSA-4839726,R-HSA-73886,h
R-HSA-3247509,R-HSA-73886,h
R-HSA-68867,R-HSA-73886,h
R-HSA-977225,R-HSA-73886,h
R-HSA-8953897,R-HSA-73886,h
R-HSA-2262752,R-HSA-73886,h
R-HSA-9687139,R-HSA-73886,h
R-HSA-69620,R-HSA-774815,h
R-HSA-69481,R-HSA-774815,h
R-HSA-1500620,R-HSA-774815,h
R-HSA-912446,R-HSA-774815,h
R-HSA-1221632,R-HSA-774815,h
R-HSA-68886,R-HSA-774815,h
R-HSA-2559583,R-HSA-774815,h
R-HSA-4839726,R-HSA-774815,h
R-HSA-3247509,R-HSA-774815,h
R-HSA-73894,R-HSA-774815,h
R-HSA-5693532,R-HSA-774815,h
R-HSA-5693606,R-HSA-774815,h
R-HSA-5693571,R-HSA-774815,h
R-HSA-5693538,R-HSA-774815,h
R-HSA-73884,R-HSA-774815,h
R-HSA-73929,R-HSA-774815,h
R-HSA-69306,R-HSA-774815,h
R-HSA-69002,R-HSA-774815,h
R-HSA-68867,R-HSA-774815,h
R-HSA-5619507,R-HSA-774815,h
R-HSA-5617472,R-HSA-774815,h
R-HSA-9645723,R-HSA-774815,h
R-HSA-9710421,R-HSA-774815,h
R-HSA-211000,R-HSA-774815,h
R-HSA-212165,R-HSA-774815,h
R-HSA-5334118,R-HSA-774815,h
R-HSA-5250941,R-HSA-774815,h
R-HSA-977225,R-HSA-774815,h
R-HSA-8939211,R-HSA-774815,h
R-HSA-162906,R-HSA-774815,h
R-HSA-453279,R-HSA-774815,h
R-HSA-3214815,R-HSA-774815,h
R-HSA-9609646,R-HSA-774815,h
R-HSA-1640170,R-HSA-774815,h
R-HSA-69618,R-HSA-774815,h
R-HSA-69278,R-HSA-774815,h
R-HSA-6783310,R-HSA-774815,h
R-HSA-3214847,R-HSA-774815,h
R-HSA-5696399,R-HSA-774815,h
R-HSA-73887,R-HSA-774815,h
R-HSA-5693538,R-HSA-157579,h
R-HSA-9675135,R-HSA-157579,h
R-HSA-9675136,R-HSA-157579,h
R-HSA-1500620,R-HSA-157579,h
R-HSA-1221632,R-HSA-157579,h
R-HSA-73884,R-HSA-157579,h
R-HSA-73929,R-HSA-157579,h
R-HSA-1474165,R-HSA-157579,h
R-HSA-5696398,R-HSA-157579,h
R-HSA-5619507,R-HSA-157579,h
R-HSA-5617472,R-HSA-157579,h
R-HSA-1226099,R-HSA-157579,h
R-HSA-168255,R-HSA-157579,h
R-HSA-162906,R-HSA-157579,h
R-HSA-211000,R-HSA-157579,h
R-HSA-203927,R-HSA-157579,h
R-HSA-5601884,R-HSA-157579,h
R-HSA-76042,R-HSA-157579,h
R-HSA-75955,R-HSA-157579,h
R-HSA-6807505,R-HSA-157579,h
R-HSA-77075,R-HSA-157579,h
R-HSA-73779,R-HSA-157579,h
R-HSA-674695,R-HSA-157579,h
R-HSA-72203,R-HSA-157579,h
R-HSA-190236,R-HSA-157579,h
R-HSA-1640170,R-HSA-157579,h
R-HSA-69620,R-HSA-157579,h
R-HSA-69615,R-HSA-157579,h
R-HSA-69481,R-HSA-157579,h
R-HSA-912446,R-HSA-157579,h
R-HSA-69278,R-HSA-157579,h
R-HSA-453274,R-HSA-157579,h
R-HSA-453279,R-HSA-157579,h
R-HSA-69242,R-HSA-157579,h
R-HSA-453276,R-HSA-157579,h
R-HSA-8953897,R-HSA-157579,h
R-HSA-2262752,R-HSA-157579,h
R-HSA-2559583,R-HSA-157579,h
R-HSA-73894,R-HSA-157579,h
R-HSA-5693532,R-HSA-157579,h
R-HSA-69306,R-HSA-157579,h
R-HSA-69002,R-HSA-157579,h
R-HSA-68962,R-HSA-157579,h
R-HSA-69239,R-HSA-157579,h
R-HSA-69052,R-HSA-157579,h
R-HSA-1266738,R-HSA-157579,h
R-HSA-9675126,R-HSA-157579,h
R-HSA-9687139,R-HSA-157579,h
R-HSA-74160,R-HSA-157579,h
R-HSA-73857,R-HSA-157579,h
R-HSA-212436,R-HSA-157579,h
R-HSA-109582,R-HSA-157579,h
R-HSA-983231,R-HSA-157579,h
R-HSA-9006927,R-HSA-157579,h
R-HSA-8848021,R-HSA-157579,h
R-HSA-73893,R-HSA-157579,h
R-HSA-110314,R-HSA-157579,h
R-HSA-73933,R-HSA-157579,h
R-HSA-5696399,R-HSA-157579,h
R-HSA-69190,R-HSA-157579,h
R-HSA-199977,R-HSA-157579,h
R-HSA-5358508,R-HSA-157579,h
R-HSA-5358565,R-HSA-157579,h
R-HSA-5358606,R-HSA-157579,h
R-HSA-8852135,R-HSA-157579,h
R-HSA-2990846,R-HSA-157579,h
R-HSA-2564830,R-HSA-157579,h
R-HSA-68952,R-HSA-157579,h
R-HSA-9645723,R-HSA-157579,h
R-HSA-9710421,R-HSA-157579,h
R-HSA-3214847,R-HSA-157579,h
R-HSA-73864,R-HSA-157579,h
R-HSA-73854,R-HSA-157579,h
R-HSA-73863,R-HSA-157579,h
R-HSA-74158,R-HSA-157579,h
R-HSA-76046,R-HSA-157579,h
R-HSA-73780,R-HSA-157579,h
R-HSA-749476,R-HSA-157579,h
R-HSA-73980,R-HSA-157579,h
R-HSA-212165,R-HSA-157579,h
R-HSA-5250913,R-HSA-157579,h
R-HSA-5250941,R-HSA-157579,h
R-HSA-1834949,R-HSA-157579,h
R-HSA-3371556,R-HSA-157579,h
R-HSA-6783310,R-HSA-157579,h
R-HSA-9673013,R-HSA-157579,h
R-HSA-9609646,R-HSA-157579,h
R-HSA-5688426,R-HSA-157579,h
R-HSA-8953854,R-HSA-157579,h
R-HSA-391251,R-HSA-157579,h
R-HSA-390466,R-HSA-157579,h
R-HSA-68886,R-HSA-157579,h
R-HSA-4839726,R-HSA-157579,h
R-HSA-3247509,R-HSA-157579,h
R-HSA-3214858,R-HSA-157579,h
R-HSA-5693606,R-HSA-157579,h
R-HSA-5693571,R-HSA-157579,h
R-HSA-68867,R-HSA-157579,h
R-HSA-212300,R-HSA-157579,h
R-HSA-5334118,R-HSA-157579,h
R-HSA-977225,R-HSA-157579,h
R-HSA-195721,R-HSA-157579,h
R-HSA-201681,R-HSA-157579,h
R-HSA-9006931,R-HSA-157579,h
R-HSA-8939211,R-HSA-157579,h
R-HSA-157118,R-HSA-157579,h
R-HSA-1912422,R-HSA-157579,h
R-HSA-5620912,R-HSA-69278,h
R-HSA-69620,R-HSA-69278,h
R-HSA-9687139,R-HSA-69278,h
R-HSA-68867,R-HSA-69278,h
R-HSA-1280218,R-HSA-69278,h
R-HSA-9612973,R-HSA-69278,h
R-HSA-68962,R-HSA-69278,h
R-HSA-446203,R-HSA-69278,h
R-HSA-422475,R-HSA-69278,h
R-HSA-450385,R-HSA-69278,h
R-HSA-109581,R-HSA-69278,h
R-HSA-5621481,R-HSA-69278,h
R-HSA-5576891,R-HSA-69278,h
R-HSA-69620,R-HSA-68886,h
R-HSA-1266738,R-HSA-68886,h
R-HSA-422475,R-HSA-68886,h
R-HSA-5617833,R-HSA-68886,h
R-HSA-5620912,R-HSA-68886,h
R-HSA-1640170,R-HSA-68886,h
R-HSA-8953897,R-HSA-68886,h
R-HSA-2262752,R-HSA-68886,h
R-HSA-2559583,R-HSA-68886,h
R-HSA-69306,R-HSA-68886,h
R-HSA-69002,R-HSA-68886,h
R-HSA-68867,R-HSA-68886,h
R-HSA-1643685,R-HSA-68886,h
R-HSA-9675126,R-HSA-68886,h
R-HSA-9687139,R-HSA-68886,h
R-HSA-74160,R-HSA-68886,h
R-HSA-212436,R-HSA-68886,h
R-HSA-168256,R-HSA-68886,h
R-HSA-1280218,R-HSA-68886,h
R-HSA-983169,R-HSA-68886,h
R-HSA-73894,R-HSA-68886,h
R-HSA-5696399,R-HSA-68886,h
R-HSA-69481,R-HSA-68886,h
R-HSA-9612973,R-HSA-68886,h
R-HSA-9615710,R-HSA-68886,h
R-HSA-5663205,R-HSA-68886,h
R-HSA-9609646,R-HSA-68886,h
R-HSA-162906,R-HSA-68886,h
R-HSA-917729,R-HSA-68886,h
R-HSA-3371497,R-HSA-68886,h
R-HSA-446203,R-HSA-68886,h
R-HSA-6811442,R-HSA-68886,h
R-HSA-199977,R-HSA-68886,h
R-HSA-9609523,R-HSA-68886,h
R-HSA-1280215,R-HSA-68886,h
R-HSA-5663202,R-HSA-68886,h
R-HSA-5576891,R-HSA-68886,h
R-HSA-3371556,R-HSA-68886,h
R-HSA-5619115,R-HSA-68886,h
R-HSA-168255,R-HSA-68886,h
R-HSA-211000,R-HSA-68886,h
R-HSA-913531,R-HSA-68886,h
R-HSA-70326,R-HSA-68886,h
R-HSA-5688426,R-HSA-68886,h
R-HSA-400253,R-HSA-68886,h
R-HSA-9711123,R-HSA-68886,h
R-HSA-390466,R-HSA-68886,h
R-HSA-9006925,R-HSA-68886,h
R-HSA-73886,R-HSA-68886,h
R-HSA-4839726,R-HSA-68886,h
R-HSA-3247509,R-HSA-68886,h
R-HSA-5693532,R-HSA-68886,h
R-HSA-5693606,R-HSA-68886,h
R-HSA-5693538,R-HSA-68886,h
R-HSA-73884,R-HSA-68886,h
R-HSA-73929,R-HSA-68886,h
R-HSA-5619507,R-HSA-68886,h
R-HSA-5617472,R-HSA-68886,h
R-HSA-9645723,R-HSA-68886,h
R-HSA-9710421,R-HSA-68886,h
R-HSA-212165,R-HSA-68886,h
R-HSA-5334118,R-HSA-68886,h
R-HSA-977225,R-HSA-68886,h
R-HSA-8939211,R-HSA-68886,h
R-HSA-6783310,R-HSA-68886,h
R-HSA-5620924,R-HSA-68886,h
R-HSA-109581,R-HSA-68886,h
R-HSA-109606,R-HSA-68886,h
R-HSA-9734009,R-HSA-68886,h
R-HSA-9612973,R-HSA-453274,h
R-HSA-1632852,R-HSA-453274,h
R-HSA-69620,R-HSA-453274,h
R-HSA-3371497,R-HSA-453274,h
R-HSA-9609646,R-HSA-453274,h
R-HSA-2132295,R-HSA-453274,h
R-HSA-446203,R-HSA-453274,h
R-HSA-5617833,R-HSA-453274,h
R-HSA-5620912,R-HSA-453274,h
R-HSA-6811442,R-HSA-453274,h
R-HSA-199977,R-HSA-453274,h
R-HSA-2559583,R-HSA-453274,h
R-HSA-9675126,R-HSA-453274,h
R-HSA-9687139,R-HSA-453274,h
R-HSA-109581,R-HSA-453274,h
R-HSA-109606,R-HSA-453274,h
R-HSA-69615,R-HSA-453274,h
R-HSA-69481,R-HSA-453274,h
R-HSA-1234174,R-HSA-453274,h
R-HSA-69306,R-HSA-453274,h
R-HSA-69002,R-HSA-453274,h
R-HSA-68867,R-HSA-453274,h
R-HSA-5619115,R-HSA-453274,h
R-HSA-5619084,R-HSA-453274,h
R-HSA-5387390,R-HSA-453274,h
R-HSA-5621481,R-HSA-453274,h
R-HSA-351202,R-HSA-453274,h
R-HSA-450408,R-HSA-453274,h
R-HSA-5687128,R-HSA-453274,h
R-HSA-195253,R-HSA-453274,h
R-HSA-3858494,R-HSA-453274,h
R-HSA-5610787,R-HSA-453274,h
R-HSA-5632684,R-HSA-453274,h
R-HSA-5358346,R-HSA-453274,h
R-HSA-382556,R-HSA-453274,h
R-HSA-1640170,R-HSA-453274,h
R-HSA-9711123,R-HSA-453274,h
R-HSA-5688426,R-HSA-453274,h
R-HSA-388841,R-HSA-453274,h
R-HSA-163685,R-HSA-453274,h
R-HSA-70326,R-HSA-453274,h
R-HSA-73894,R-HSA-453274,h
R-HSA-5696399,R-HSA-453274,h
R-HSA-8953897,R-HSA-453274,h
R-HSA-2262752,R-HSA-453274,h
R-HSA-1266738,R-HSA-453274,h
R-HSA-5663202,R-HSA-453274,h
R-HSA-9682385,R-HSA-453274,h
R-HSA-212436,R-HSA-453274,h
R-HSA-1280215,R-HSA-453274,h
R-HSA-9006925,R-HSA-453274,h
R-HSA-73886,R-HSA-453274,h
R-HSA-5693532,R-HSA-453274,h
R-HSA-5693538,R-HSA-453274,h
R-HSA-74160,R-HSA-453274,h
R-HSA-1500620,R-HSA-453274,h
R-HSA-912446,R-HSA-453274,h
R-HSA-68962,R-HSA-453274,h
R-HSA-109582,R-HSA-453274,h
R-HSA-983231,R-HSA-453274,h
R-HSA-71387,R-HSA-453274,h
R-HSA-1630316,R-HSA-453274,h
R-HSA-983169,R-HSA-453274,h
R-HSA-2454202,R-HSA-453274,h
R-HSA-9613829,R-HSA-453274,h
R-HSA-3371556,R-HSA-453274,h
R-HSA-2029480,R-HSA-453274,h
R-HSA-168928,R-HSA-453274,h
R-HSA-8939211,R-HSA-453274,h
R-HSA-1643685,R-HSA-453274,h
R-HSA-5576891,R-HSA-453274,h
R-HSA-168255,R-HSA-453274,h
R-HSA-211000,R-HSA-453274,h
R-HSA-196854,R-HSA-453274,h
R-HSA-8978934,R-HSA-453274,h
R-HSA-202131,R-HSA-453274,h
R-HSA-2173782,R-HSA-453274,h
R-HSA-162906,R-HSA-453274,h
R-HSA-212165,R-HSA-453274,h
R-HSA-5683057,R-HSA-453274,h
R-HSA-5684996,R-HSA-453274,h
R-HSA-400253,R-HSA-453274,h
R-HSA-8953854,R-HSA-453274,h
R-HSA-917937,R-HSA-453274,h
R-HSA-5620924,R-HSA-453274,h
R-HSA-168256,R-HSA-453274,h
R-HSA-1280218,R-HSA-453274,h
R-HSA-392499,R-HSA-453274,h
R-HSA-199991,R-HSA-453274,h
R-HSA-9645723,R-HSA-453274,h
R-HSA-9734009,R-HSA-453274,h
R-HSA-163359,R-HSA-453274,h
R-HSA-1489509,R-HSA-453274,h
R-HSA-445717,R-HSA-453274,h
R-HSA-422475,R-HSA-453274,h
R-HSA-9615710,R-HSA-453274,h
R-HSA-5663205,R-HSA-453274,h
R-HSA-9675151,R-HSA-453274,h
R-HSA-9697154,R-HSA-453274,h
R-HSA-5578775,R-HSA-453274,h
R-HSA-9707616,R-HSA-453274,h
R-HSA-4839726,R-HSA-453274,h
R-HSA-3247509,R-HSA-453274,h
R-HSA-3214847,R-HSA-453274,h
R-HSA-5619507,R-HSA-453274,h
R-HSA-5617472,R-HSA-453274,h
R-HSA-1834949,R-HSA-453274,h
R-HSA-168249,R-HSA-453274,h
R-HSA-69615,R-HSA-453279,h
R-HSA-69481,R-HSA-453279,h
R-HSA-1234174,R-HSA-453279,h
R-HSA-69306,R-HSA-453279,h
R-HSA-69002,R-HSA-453279,h
R-HSA-68867,R-HSA-453279,h
R-HSA-5619115,R-HSA-453279,h
R-HSA-5619084,R-HSA-453279,h
R-HSA-5387390,R-HSA-453279,h
R-HSA-5621481,R-HSA-453279,h
R-HSA-351202,R-HSA-453279,h
R-HSA-450408,R-HSA-453279,h
R-HSA-109581,R-HSA-453279,h
R-HSA-5687128,R-HSA-453279,h
R-HSA-195253,R-HSA-453279,h
R-HSA-3858494,R-HSA-453279,h
R-HSA-5610787,R-HSA-453279,h
R-HSA-5632684,R-HSA-453279,h
R-HSA-5358346,R-HSA-453279,h
R-HSA-382556,R-HSA-453279,h
R-HSA-73886,R-HSA-453279,h
R-HSA-73893,R-HSA-453279,h
R-HSA-5693532,R-HSA-453279,h
R-HSA-5693538,R-HSA-453279,h
R-HSA-5358508,R-HSA-453279,h
R-HSA-5358565,R-HSA-453279,h
R-HSA-5358606,R-HSA-453279,h
R-HSA-73884,R-HSA-453279,h
R-HSA-5696399,R-HSA-453279,h
R-HSA-69190,R-HSA-453279,h
R-HSA-69620,R-HSA-453279,h
R-HSA-68962,R-HSA-453279,h
R-HSA-9711123,R-HSA-453279,h
R-HSA-5688426,R-HSA-453279,h
R-HSA-1640170,R-HSA-453279,h
R-HSA-74160,R-HSA-453279,h
R-HSA-212436,R-HSA-453279,h
R-HSA-1266738,R-HSA-453279,h
R-HSA-9675126,R-HSA-453279,h
R-HSA-9687139,R-HSA-453279,h
R-HSA-5683057,R-HSA-453279,h
R-HSA-1500620,R-HSA-453279,h
R-HSA-912446,R-HSA-453279,h
R-HSA-3371556,R-HSA-453279,h
R-HSA-6783310,R-HSA-453279,h
R-HSA-9675135,R-HSA-453279,h
R-HSA-9675136,R-HSA-453279,h
R-HSA-8953897,R-HSA-453279,h
R-HSA-2262752,R-HSA-453279,h
R-HSA-1643685,R-HSA-453279,h
R-HSA-5663202,R-HSA-453279,h
R-HSA-5663205,R-HSA-453279,h
R-HSA-168256,R-HSA-453279,h
R-HSA-1280215,R-HSA-453279,h
R-HSA-9607240,R-HSA-453279,h
R-HSA-1280218,R-HSA-453279,h
R-HSA-388841,R-HSA-453279,h
R-HSA-109606,R-HSA-453279,h
R-HSA-9006925,R-HSA-453279,h
R-HSA-388396,R-HSA-453279,h
R-HSA-8939211,R-HSA-453279,h
R-HSA-199991,R-HSA-453279,h
R-HSA-109582,R-HSA-453279,h
R-HSA-196854,R-HSA-453279,h
R-HSA-8978934,R-HSA-453279,h
R-HSA-202131,R-HSA-453279,h
R-HSA-8953854,R-HSA-453279,h
R-HSA-450604,R-HSA-453279,h
R-HSA-450385,R-HSA-453279,h
R-HSA-354192,R-HSA-453279,h
R-HSA-165159,R-HSA-453279,h
R-HSA-73894,R-HSA-453279,h
R-HSA-162906,R-HSA-453279,h
R-HSA-212165,R-HSA-453279,h
R-HSA-2559583,R-HSA-453279,h
R-HSA-68952,R-HSA-453279,h
R-HSA-9645723,R-HSA-453279,h
R-HSA-9710421,R-HSA-453279,h
R-HSA-400253,R-HSA-453279,h
R-HSA-983169,R-HSA-453279,h
R-HSA-2454202,R-HSA-453279,h
R-HSA-917937,R-HSA-453279,h
R-HSA-163685,R-HSA-453279,h
R-HSA-70326,R-HSA-453279,h
R-HSA-5620912,R-HSA-453279,h
R-HSA-9734009,R-HSA-453279,h
R-HSA-3214815,R-HSA-453279,h
R-HSA-5619507,R-HSA-453279,h
R-HSA-5617472,R-HSA-453279,h
R-HSA-9609646,R-HSA-453279,h
R-HSA-390466,R-HSA-453279,h
R-HSA-4839726,R-HSA-453279,h
R-HSA-3247509,R-HSA-453279,h
R-HSA-114604,R-HSA-453279,h
R-HSA-982772,R-HSA-453279,h
R-HSA-2029480,R-HSA-453279,h
R-HSA-9027284,R-HSA-453279,h
R-HSA-9027277,R-HSA-453279,h
R-HSA-9027276,R-HSA-453279,h
R-HSA-9027283,R-HSA-453279,h
R-HSA-983231,R-HSA-453279,h
R-HSA-5617833,R-HSA-453279,h
R-HSA-5684996,R-HSA-453279,h
R-HSA-9675132,R-HSA-453279,h
R-HSA-9630747,R-HSA-453279,h
R-HSA-196849,R-HSA-453279,h
R-HSA-9682385,R-HSA-453279,h
R-HSA-165181,R-HSA-453279,h
R-HSA-428359,R-HSA-453279,h
R-HSA-913531,R-HSA-453279,h
R-HSA-5693606,R-HSA-453279,h
R-HSA-422475,R-HSA-453279,h
R-HSA-9658195,R-HSA-453279,h
R-HSA-168249,R-HSA-453279,h
R-HSA-9675151,R-HSA-453279,h
R-HSA-9697154,R-HSA-453279,h
R-HSA-73887,R-HSA-453279,h
R-HSA-69615,R-HSA-69242,h
R-HSA-69481,R-HSA-69242,h
R-HSA-1234174,R-HSA-69242,h
R-HSA-69306,R-HSA-69242,h
R-HSA-69002,R-HSA-69242,h
R-HSA-68867,R-HSA-69242,h
R-HSA-5619115,R-HSA-69242,h
R-HSA-5619084,R-HSA-69242,h
R-HSA-5387390,R-HSA-69242,h
R-HSA-5621481,R-HSA-69242,h
R-HSA-351202,R-HSA-69242,h
R-HSA-450531,R-HSA-69242,h
R-HSA-450408,R-HSA-69242,h
R-HSA-169911,R-HSA-69242,h
R-HSA-5687128,R-HSA-69242,h
R-HSA-195253,R-HSA-69242,h
R-HSA-3858494,R-HSA-69242,h
R-HSA-5610787,R-HSA-69242,h
R-HSA-5632684,R-HSA-69242,h
R-HSA-5358346,R-HSA-69242,h
R-HSA-382556,R-HSA-69242,h
R-HSA-9711123,R-HSA-69242,h
R-HSA-5688426,R-HSA-69242,h
R-HSA-5357801,R-HSA-69242,h
R-HSA-109581,R-HSA-69242,h
R-HSA-1640170,R-HSA-69242,h
R-HSA-69620,R-HSA-69242,h
R-HSA-69618,R-HSA-69242,h
R-HSA-8953897,R-HSA-69242,h
R-HSA-2262752,R-HSA-69242,h
R-HSA-2559583,R-HSA-69242,h
R-HSA-1643685,R-HSA-69242,h
R-HSA-9675126,R-HSA-69242,h
R-HSA-9687139,R-HSA-69242,h
R-HSA-74160,R-HSA-69242,h
R-HSA-73857,R-HSA-69242,h
R-HSA-212436,R-HSA-69242,h
R-HSA-168256,R-HSA-69242,h
R-HSA-1280218,R-HSA-69242,h
R-HSA-983169,R-HSA-69242,h
R-HSA-73894,R-HSA-69242,h
R-HSA-5696398,R-HSA-69242,h
R-HSA-5696399,R-HSA-69242,h
R-HSA-5663205,R-HSA-69242,h
R-HSA-162906,R-HSA-69242,h
R-HSA-73864,R-HSA-69242,h
R-HSA-73854,R-HSA-69242,h
R-HSA-73863,R-HSA-69242,h
R-HSA-76042,R-HSA-69242,h
R-HSA-75955,R-HSA-69242,h
R-HSA-6807505,R-HSA-69242,h
R-HSA-77075,R-HSA-69242,h
R-HSA-73779,R-HSA-69242,h
R-HSA-674695,R-HSA-69242,h
R-HSA-212165,R-HSA-69242,h
R-HSA-5250941,R-HSA-69242,h
R-HSA-8953854,R-HSA-69242,h
R-HSA-109582,R-HSA-69242,h
R-HSA-983231,R-HSA-69242,h
R-HSA-68962,R-HSA-69242,h
R-HSA-69190,R-HSA-69242,h
R-HSA-73886,R-HSA-69242,h
R-HSA-68952,R-HSA-69242,h
R-HSA-9645723,R-HSA-69242,h
R-HSA-9710421,R-HSA-69242,h
R-HSA-1500620,R-HSA-69242,h
R-HSA-912446,R-HSA-69242,h
R-HSA-5693532,R-HSA-69242,h
R-HSA-5693538,R-HSA-69242,h
R-HSA-1266738,R-HSA-69242,h
R-HSA-1474165,R-HSA-69242,h
R-HSA-73893,R-HSA-69242,h
R-HSA-110314,R-HSA-69242,h
R-HSA-5358508,R-HSA-69242,h
R-HSA-5358565,R-HSA-69242,h
R-HSA-5358606,R-HSA-69242,h
R-HSA-73884,R-HSA-69242,h
R-HSA-73933,R-HSA-69242,h
R-HSA-428359,R-HSA-69242,h
R-HSA-8939211,R-HSA-69242,h
R-HSA-186712,R-HSA-69242,h
R-HSA-210745,R-HSA-69242,h
R-HSA-5663202,R-HSA-69242,h
R-HSA-2219528,R-HSA-69242,h
R-HSA-76002,R-HSA-69242,h
R-HSA-76009,R-HSA-69242,h
R-HSA-1280215,R-HSA-69242,h
R-HSA-9607240,R-HSA-69242,h
R-HSA-388841,R-HSA-69242,h
R-HSA-196854,R-HSA-69242,h
R-HSA-8978934,R-HSA-69242,h
R-HSA-202131,R-HSA-69242,h
R-HSA-450604,R-HSA-69242,h
R-HSA-450385,R-HSA-69242,h
R-HSA-109606,R-HSA-69242,h
R-HSA-354192,R-HSA-69242,h
R-HSA-9006925,R-HSA-69242,h
R-HSA-1257604,R-HSA-69242,h
R-HSA-165159,R-HSA-69242,h
R-HSA-388396,R-HSA-69242,h
R-HSA-199991,R-HSA-69242,h
R-HSA-9007101,R-HSA-69242,h
R-HSA-9682385,R-HSA-69242,h
R-HSA-165181,R-HSA-69242,h
R-HSA-9734009,R-HSA-69242,h
R-HSA-400253,R-HSA-69242,h
R-HSA-1170546,R-HSA-69242,h
R-HSA-2454202,R-HSA-69242,h
R-HSA-8951664,R-HSA-69242,h
R-HSA-917937,R-HSA-69242,h
R-HSA-391251,R-HSA-69242,h
R-HSA-390466,R-HSA-69242,h
R-HSA-8852135,R-HSA-69242,h
R-HSA-4839726,R-HSA-69242,h
R-HSA-3247509,R-HSA-69242,h
R-HSA-3214858,R-HSA-69242,h
R-HSA-9675132,R-HSA-69242,h
R-HSA-9630747,R-HSA-69242,h
R-HSA-2564830,R-HSA-69242,h
R-HSA-3371556,R-HSA-69242,h
R-HSA-5250913,R-HSA-69242,h
R-HSA-1912422,R-HSA-69242,h
R-HSA-1221632,R-HSA-69242,h
R-HSA-9706019,R-HSA-69242,h
R-HSA-774815,R-HSA-69242,h
R-HSA-3214815,R-HSA-69242,h
R-HSA-3214841,R-HSA-69242,h
R-HSA-5619507,R-HSA-69242,h
R-HSA-5617472,R-HSA-69242,h
R-HSA-9609646,R-HSA-69242,h
R-HSA-212300,R-HSA-69242,h
R-HSA-69618,R-HSA-453276,h
R-HSA-69002,R-HSA-453276,h
R-HSA-68867,R-HSA-453276,h
R-HSA-9675126,R-HSA-453276,h
R-HSA-9687139,R-HSA-453276,h
R-HSA-8852135,R-HSA-453276,h
R-HSA-1640170,R-HSA-453276,h
R-HSA-69620,R-HSA-453276,h
R-HSA-69481,R-HSA-453276,h
R-HSA-74160,R-HSA-453276,h
R-HSA-73857,R-HSA-453276,h
R-HSA-212436,R-HSA-453276,h
R-HSA-69615,R-HSA-453276,h
R-HSA-9711123,R-HSA-453276,h
R-HSA-1234174,R-HSA-453276,h
R-HSA-69306,R-HSA-453276,h
R-HSA-5619115,R-HSA-453276,h
R-HSA-5619084,R-HSA-453276,h
R-HSA-5387390,R-HSA-453276,h
R-HSA-5621481,R-HSA-453276,h
R-HSA-351202,R-HSA-453276,h
R-HSA-450531,R-HSA-453276,h
R-HSA-450408,R-HSA-453276,h
R-HSA-5688426,R-HSA-453276,h
R-HSA-5357801,R-HSA-453276,h
R-HSA-109581,R-HSA-453276,h
R-HSA-169911,R-HSA-453276,h
R-HSA-5687128,R-HSA-453276,h
R-HSA-195253,R-HSA-453276,h
R-HSA-3858494,R-HSA-453276,h
R-HSA-5610787,R-HSA-453276,h
R-HSA-5632684,R-HSA-453276,h
R-HSA-5358346,R-HSA-453276,h
