,node,aPDist,pIn_Degree,aEigenvector_Centrality,pDegree_Centrality,aDegree,aIn_Degree,aBetweenness_Centrality,pDegree,aDegree_Centrality,pCloseness_Centrality,pPagerank,pOut_Degree,aCloseness_Centrality,pBetweenness_Centrality,aOut_Degree,pEigenvector_Centrality,aPagerank,hallmark
542,BTC,10.980044849392888,1,1.79943822614664e-05,0.000634517766497462,4.0,1.0,1.67881775248984e-05,4,0.0006657789613848201,0.14042853924866,4.044973822293521e-05,3,0.12206133211483901,9.463602905567753e-06,3.0,3.46949423376504e-09,5.7725855564689e-05,640
543,BTG1,11.66261319687173,0,2.71956184904173e-20,0.000475888324873096,3.0,0.0,0.0,3,0.0004993342210386152,0.0,3.38707495131675e-05,3,0.0,0.0,3.0,2.6598156925935396e-60,4.81339440286171e-05,944
544,BTG2,10.958287685139256,2,0.00359185313299147,0.00142766497461929,9.0,2.0,0.00024509393778679304,9,0.00149800266311585,0.20598491908008298,7.019363955426011e-05,7,0.17798470614551398,0.00020603630906865502,7.0,2.7226830513347e-05,0.00011269903882021699,914
545,BTK,9.20068881677509,49,0.017559898638444,0.0218908629441624,75.0,16.0,0.0011162126666191198,138,0.0124833555259654,0.23606044823148198,0.0005081115477534769,89,0.188698677265889,0.00210643120658588,59.0,8.31667558427067e-05,0.00023786693576553907,645
546,BTLA,11.621923930770828,1,9.42797672579142e-05,0.000317258883248731,2.0,1.0,0.000119222865542826,2,0.00033288948069241003,0.154865739833833,9.34414133018376e-05,1,0.13472001647933302,0.000124431966756348,1.0,2.39622673290082e-08,0.000135078612622256,20
547,BTRC,10.161505941088643,73,0.00298594522573995,0.0150697969543147,75.0,61.0,0.0009406041649245619,95,0.0124833555259654,0.23690029960877101,0.00036328997547753104,22,0.165282101068565,0.00104041515109767,14.0,0.0004667165328125591,0.000243037806026762,772
548,BUB1,9.96665371942123,8,0.00479711301338661,0.00713832487309645,43.0,7.0,0.000908186898094191,45,0.007157123834886821,0.201664203447108,9.473500821928293e-05,37,0.171239102321733,0.0006016775972062558,36.0,5.8590571658311095e-05,0.000170118821157751,768
549,BUB1B,10.786397537028083,28,0.00261307268770507,0.008883248730964471,16.0,4.0,3.8467334858222905e-06,56,0.0026631158455392803,0.198392890502203,0.000389752507080792,28,0.16401070029111403,0.000125877173751751,12.0,0.000175181334154443,0.000125066041636874,768
550,BUB3,10.761258595440518,5,2.71956184904173e-20,0.0036484771573604092,13.0,0.0,0.0,23,0.00216378162450067,0.16312824369213,5.74961690208787e-05,18,0.0,5.85611607117063e-06,13.0,3.66144609910389e-06,4.81339440286171e-05,768
551,C10orf137,11.85306418705315,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
552,C11orf2,12.512900000001158,1,0.0009167500111380381,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.187901346407988,4.57086422608746e-05,0,0.160532313446698,0.0,0.0,1.10013914340954e-06,7.49872129704927e-05,0
553,C12orf5,12.512900000001158,1,0.00340590301289613,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.20537729806648702,4.796750577337829e-05,0,0.177267980764333,0.0,0.0,2.6834612924875893e-05,7.21211049680519e-05,0
554,C13orf1,12.512900000001158,2,0.000356536691265321,0.000317258883248731,2.0,2.0,0.0,2,0.00033288948069241003,0.18360470475880605,4.750768094050229e-05,0,0.14681753415104098,0.0,0.0,1.93068946643762e-06,6.4815751208718e-05,0
555,C13orf15,12.512900000001158,9,0.00891230230655826,0.00142766497461929,9.0,9.0,0.0,9,0.00149800266311585,0.226053124843494,7.92737313611212e-05,0,0.193885605641813,0.0,0.0,4.2703401296253003e-05,0.000112810422986578,0
556,C13orf34,11.740633533034053,2,0.000273073896407075,0.000634517766497462,2.0,1.0,0.0,4,0.00033288948069241003,0.18221622396300302,7.85615468707187e-05,2,0.141557657919299,7.87790998255708e-08,1.0,7.47141977601499e-06,6.25308047198913e-05,0
557,C16orf5,12.512900000001158,1,0.000143965775444475,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.161831175797846,4.55919593912056e-05,0,0.138239024630969,0.0,0.0,6.78440625914462e-08,6.61987924913254e-05,0
558,C16orf80,12.512900000001158,1,0.000370159497188391,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.178387472136599,6.19054461621419e-05,0,0.1511063732531,0.0,0.0,7.31086932463867e-07,0.000108210298116562,0
559,C17orf70,11.68898230986879,16,0.000978236841921011,0.0047588832487309605,17.0,11.0,5.28763950132936e-06,30,0.00282956058588549,0.194360689051996,0.00034146683614012005,14,0.15450283360757097,1.48525234321812e-05,6.0,2.7554001206046995e-05,0.000472675491713705,0
560,C19orf40,11.560712364786491,14,0.00193732047869617,0.0041243654822335,17.0,9.0,6.042947550502521e-05,26,0.00282956058588549,0.19433967935693103,0.000292580281544378,12,0.164806970459897,2.36211331767869e-05,8.0,2.87594720125125e-05,0.000341743077427748,0
561,C19orf61,12.50806704942702,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
562,C1QA,11.621778648693967,5,2.71956184904173e-20,0.0019035532994923895,2.0,0.0,0.0,12,0.00033288948069241003,0.00066095600676819,8.951886696030959e-05,7,0.0,0.0,2.0,3.669219096793349e-36,4.81339440286171e-05,4
563,C1QB,11.621778648693967,5,2.71956184904173e-20,0.0019035532994923895,2.0,0.0,0.0,12,0.00033288948069241003,0.00066095600676819,8.951886696030959e-05,7,0.0,0.0,2.0,3.669219096793349e-36,4.81339440286171e-05,4
564,C1QC,11.621778648693967,5,2.71956184904173e-20,0.0019035532994923895,2.0,0.0,0.0,12,0.00033288948069241003,0.00066095600676819,8.951886696030959e-05,7,0.0,0.0,2.0,3.669219096793349e-36,4.81339440286171e-05,4
565,C1QTNF1,11.706120436012965,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,25
566,C1R,11.621778648693967,6,3.5354304037542395e-19,0.00206218274111675,3.0,1.0,8.937630021284278e-07,13,0.0004993342210386152,0.000793147208121827,9.67221050645314e-05,7,0.00016644474034620502,5.8261052085029e-07,2.0,3.669219096793349e-36,5.83734438869541e-05,4
567,C1S,11.621778648693967,5,2.71956184904173e-20,0.0019035532994923895,2.0,0.0,0.0,12,0.00033288948069241003,0.00066095600676819,8.951886696030959e-05,7,0.0,0.0,2.0,3.669219096793349e-36,4.81339440286171e-05,4
568,C2,11.796118588783843,3,2.71956184904173e-20,0.00111040609137056,1.0,0.0,0.0,7,0.00016644474034620502,0.12692998967318303,0.00024370669472846,4,0.0,0.0,1.0,8.46056111376171e-10,4.81339440286171e-05,5
569,C3,10.675410667332711,19,0.00550966231811075,0.0046002538071066,27.0,18.0,0.00236079270544112,29,0.00449400798934754,0.21027326008549302,0.000479999350359619,10,0.17990852967777,0.00250213252798556,9.0,7.73918690313901e-06,0.000840629829985436,37
570,C3AR1,12.512900000001158,2,0.000315782745743284,0.000317258883248731,2.0,2.0,0.0,2,0.00033288948069241003,0.169430708663488,7.81432188919304e-05,0,0.14640117224828197,0.0,0.0,1.54196409239263e-07,0.000132440560010838,565
571,C3orf10,12.493069662174562,12,0.0064507765900712714,0.0046002538071066,15.0,5.0,3.8781233830499106e-05,29,0.00249667110519308,0.212648456293212,0.000215279778057807,17,0.18027650984142002,1.81641133425453e-05,10.0,1.50984486129861e-05,0.000313035584497732,0
572,C4A,11.796188134465318,12,4.0855567773157e-05,0.00253807106598985,10.0,9.0,0.000474943048742207,16,0.00166444740346205,0.15255941055886701,0.00036441678697408497,4,0.128499691964897,0.000564005261503839,1.0,3.13183322476902e-08,0.00023013746129196293,5
573,C4B,11.796188134465318,12,4.0855567773157e-05,0.00253807106598985,10.0,9.0,0.000474943048742207,16,0.00166444740346205,0.15255941055886701,0.00036441678697408497,4,0.128499691964897,0.000564005261503839,1.0,3.13183322476902e-08,0.00023013746129196293,5
574,C4BPA,10.649466533533369,2,0.0009932388238962,0.00158629441624365,8.0,1.0,0.000172538557917449,10,0.0013315579227696401,0.188077871506535,7.436199712637191e-05,8,0.156007033656602,0.000311315832871248,7.0,2.15311986437585e-06,0.000104030732686953,5
575,C4BPB,11.621787418872033,6,0.000237943362847117,0.0012690355329949199,8.0,6.0,4.9767123272851e-05,8,0.0013315579227696401,0.167552318148273,4.69861272774252e-05,2,0.14425678347009802,5.158878890349601e-05,2.0,1.40640652116954e-07,6.68953030637439e-05,5
576,C5,11.704040139790607,1,0.000182823814281682,0.000793147208121827,5.0,1.0,0.00033586691118038997,5,0.000832223701731025,0.164486401988194,7.51604870851582e-05,4,0.141162634908034,0.000362595179809156,4.0,1.0266646048875e-07,0.00012808103186093202,53
577,C5AR1,12.512900000001158,2,0.000105931497068766,0.000317258883248731,2.0,2.0,0.0,2,0.00033288948069241003,0.17355060431488,5.60788423123302e-05,0,0.135709730173999,0.0,0.0,6.72727299213471e-07,8.529562312520809e-05,693
578,C6,12.169969562323544,1,6.06585342354029e-06,0.000317258883248731,2.0,1.0,0.000110684726336429,2,0.00033288948069241003,0.135114713191866,4.99832509571952e-05,1,0.11619025020623401,0.00012127992203118601,1.0,1.3670800504633696e-09,7.57324381825628e-05,37
579,C7,11.82243644533231,1,2.01208258039817e-07,0.000634517766497462,4.0,1.0,0.00012007789546866899,4,0.0006657789613848201,0.114643309127086,7.65309499968853e-05,3,0.0987252531600807,0.000125407357923047,3.0,1.82896864041475e-11,0.00011348756404398798,5
580,C7orf16,11.837317240805769,1,2.05458423181089e-05,0.000317258883248731,2.0,1.0,0.0,2,0.00033288948069241003,0.14275907203962102,4.12975734353305e-05,1,0.12274077337548099,0.0,1.0,3.93277522629602e-09,5.5026383481969e-05,0
581,C7orf49,12.506340722251116,2,0.00198501016824351,0.000634517766497462,4.0,2.0,5.36677470621615e-06,4,0.0006657789613848201,0.198054130953563,0.0002962681641523,2,0.167784650800147,1.59859918639454e-05,2.0,2.27443795055752e-05,0.00045825353122212,0
582,C8A,12.075606789815593,2,0.000100538437680824,0.000475888324873096,3.0,2.0,7.895804236222248e-05,3,0.0004993342210386152,0.157050567698708,0.000133676138879177,1,0.135919515071873,8.260222157504159e-05,1.0,4.3168313424895904e-08,0.000182189383246533,5
583,C8B,12.075606789815593,2,0.000100538437680824,0.000475888324873096,3.0,2.0,7.895804236222248e-05,3,0.0004993342210386152,0.157050567698708,0.000133676138879177,1,0.135919515071873,8.260222157504159e-05,1.0,4.3168313424895904e-08,0.000182189383246533,5
584,C8G,12.075606789815593,2,0.000100538437680824,0.000475888324873096,3.0,2.0,7.895804236222248e-05,3,0.0004993342210386152,0.157050567698708,0.000133676138879177,1,0.135919515071873,8.260222157504159e-05,1.0,4.3168313424895904e-08,0.000182189383246533,5
585,C8orf17,11.559583374937894,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
586,C8orf4,12.512900000001158,3,0.00609905866746882,0.000475888324873096,3.0,3.0,0.0,3,0.0004993342210386152,0.215891452144672,0.00011246592774484299,0,0.18620682931102697,0.0,0.0,3.2367140117444e-05,0.000391533434990308,772
587,C9,12.019608470627645,4,0.00011053916967558999,0.000793147208121827,5.0,4.0,0.00059207933815864,5,0.000832223701731025,0.15695459197092498,0.00045854003984578396,1,0.13581933748771902,0.000619446333669166,1.0,4.4893783669788496e-08,0.000632799234100161,5
588,C9orf89,11.691764170411382,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
589,CA1,11.93541268097881,5,0.0021460246625873607,0.0009517766497461928,6.0,5.0,6.88871960110412e-05,6,0.0009986684420772304,0.19277679323729002,9.85601634034837e-05,1,0.165366855687406,3.6720523451618796e-06,1.0,3.15180069958611e-06,0.000159497846335923,0
590,CA2,11.651924313530039,1,3.3567997840107395e-05,0.000475888324873096,3.0,1.0,0.000172687935853221,3,0.0004993342210386152,0.16036360482838002,4.99868333182661e-05,2,0.124548050380382,2.10455707588018e-07,2.0,7.625618423260259e-08,8.392136464605559e-05,0
591,CA5B,12.512900000001158,1,4.55521174794682e-06,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.148355812085393,3.87082803133548e-05,0,0.11609242906851899,0.0,0.0,1.60904744325675e-08,5.583974764003629e-05,0
592,CA9,12.512900000001158,5,0.00284262159742506,0.000793147208121827,5.0,5.0,0.0,5,0.000832223701731025,0.20003859483413,8.45351885715617e-05,0,0.170305338507594,0.0,0.0,2.6746315471558894e-05,0.000120866714718967,8
593,CABIN1,11.070028923282084,15,0.00737197494629791,0.0036484771573604092,17.0,13.0,5.91279916664354e-05,23,0.00282956058588549,0.207806319566661,0.00011360718090611599,8,0.1730191345704,5.44995899991126e-05,4.0,1.0955663116827302e-05,0.00013237504747001,0
594,CABLES1,11.689476185721764,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,512
595,CABLES2,11.583363338326151,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,512
596,CABP1,11.719345115660174,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
597,CACNA1A,11.096739407555676,44,0.00284136960463052,0.0128489847715736,13.0,10.0,5.2827249321748794e-05,81,0.00216378162450067,0.212134085395984,0.000492396137505067,37,0.169796519387865,0.0013804327657868198,3.0,1.4049787334297e-05,0.00015940135469492901,664
598,CACNA1B,12.512900000001158,37,0.00150973223954787,0.0106281725888325,7.0,7.0,0.0,67,0.00116511318242344,0.20609117598795898,0.000428426308533182,30,0.161913872116703,0.000168566285932163,0.0,9.13291979363087e-06,0.000268183577913106,32
599,CACNA1C,12.512900000001158,42,0.0055562947398816,0.0118972081218274,9.0,9.0,0.0,75,0.00149800266311585,0.22008034933663398,0.00045279410885836895,33,0.17729233243419604,0.000774747382685864,0.0,2.08589797122773e-05,0.000108590296674522,32
600,CACNA1D,12.512900000001158,32,2.1126430999715895e-05,0.00983502538071066,2.0,2.0,0.0,62,0.00033288948069241003,0.190640620723288,0.00035801308505406,30,0.12424544249865,3.30360872474997e-05,0.0,4.29810893952696e-06,5.7703381916003894e-05,32
601,CACNA1E,12.512900000001158,33,0.000163294059901596,0.00999365482233502,3.0,3.0,0.0,63,0.0004993342210386152,0.19320148017097,0.00037418056305967,30,0.140061808449154,4.4885896338259496e-05,0.0,4.41021795275427e-06,7.85482240640793e-05,0
602,CACNA1F,12.512900000001158,32,2.1126430999715895e-05,0.00983502538071066,2.0,2.0,0.0,62,0.00033288948069241003,0.190640620723288,0.00035801308505406,30,0.12424544249865,3.30360872474997e-05,0.0,4.29810893952696e-06,5.7703381916003894e-05,36
603,CACNA1G,12.512900000001158,34,0.0018961261464334601,0.0101522842639594,4.0,4.0,0.0,64,0.0006657789613848201,0.21112516866079103,0.000377553497063612,30,0.17198821081486199,0.000484811374585099,0.0,3.06728905775014e-05,9.57176467535309e-05,32
604,CACNA1H,12.512900000001158,32,2.1126430999715895e-05,0.00983502538071066,2.0,2.0,0.0,62,0.00033288948069241003,0.190640620723288,0.00035801308505406,30,0.12424544249865,3.30360872474997e-05,0.0,4.29810893952696e-06,5.7703381916003894e-05,32
605,CACNA1I,12.512900000001158,32,2.1126430999715895e-05,0.00983502538071066,2.0,2.0,0.0,62,0.00033288948069241003,0.190640620723288,0.00035801308505406,30,0.12424544249865,3.30360872474997e-05,0.0,4.29810893952696e-06,5.7703381916003894e-05,0
606,CACNA1S,12.512900000001158,32,2.1126430999715895e-05,0.00983502538071066,2.0,2.0,0.0,62,0.00033288948069241003,0.190640620723288,0.00035801308505406,30,0.12424544249865,3.30360872474997e-05,0.0,4.29810893952696e-06,5.7703381916003894e-05,32
607,CACNA2D1,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285926e-06,5.7703381916003894e-05,32
608,CACNB1,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285926e-06,5.7703381916003894e-05,32
609,CACNB2,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285926e-06,5.7703381916003894e-05,32
610,CACNB3,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285926e-06,5.7703381916003894e-05,36
611,CACNB4,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285926e-06,5.7703381916003894e-05,36
612,CACNG1,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285926e-06,5.7703381916003894e-05,32
613,CACNG2,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285927e-06,5.7703381916003894e-05,32
614,CACNG3,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285926e-06,5.7703381916003894e-05,32
615,CACNG6,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285926e-06,5.7703381916003894e-05,32
616,CACNG7,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285926e-06,5.7703381916003894e-05,32
617,CACNG8,12.512900000001158,29,2.1126430999715895e-05,0.008883248730964471,2.0,2.0,0.0,56,0.00033288948069241003,0.190206979869971,0.0002997688691662621,27,0.12424544249865,3.7088564786991097e-06,0.0,4.17753752285926e-06,5.7703381916003894e-05,32
618,CACYBP,12.512900000001158,1,3.5354304037542395e-19,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.00015862944162436498,4.34750669854633e-05,0,0.00016644474034620502,0.0,0.0,8.511410216299318e-59,6.17866105063997e-05,0
619,CAD,12.06533979031485,20,0.00786124371587677,0.0036484771573604092,19.0,18.0,2.07925097714372e-05,23,0.0031624500665779,0.21434710864154605,0.000255129432825593,3,0.18571035960115398,6.422542047327492e-05,1.0,1.15598261440092e-05,0.000363753051349502,0
620,CADM1,11.599622998835367,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,532
621,CALB1,12.50964090530986,1,4.74090011435836e-05,0.000317258883248731,2.0,1.0,0.000109115929329675,2,0.00033288948069241003,0.15124383516795,4.40363369790861e-05,1,0.12948726135795402,0.000119846644616092,1.0,1.86329082802362e-08,6.27625574784098e-05,0
622,CALCA,10.20680715593308,12,0.00652508234669055,0.004282994923857871,27.0,12.0,0.0011525248492470599,27,0.00449400798934754,0.210716874558247,0.000264471222322479,15,0.181618325630357,0.00110847533824167,15.0,7.63179416923904e-06,0.00042898827941816,821
623,CALCB,12.506236112499078,0,2.71956184904173e-20,0.000475888324873096,3.0,0.0,0.0,3,0.0004993342210386152,0.0,3.38707495131675e-05,3,0.0,0.0,3.0,2.6598156925935396e-60,4.81339440286171e-05,0
624,CALCOCO1,11.636843601265037,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
625,CALCR,12.512900000001158,3,0.000217527405805246,0.000475888324873096,3.0,3.0,0.0,3,0.0004993342210386152,0.16492641251448198,7.365405271763491e-05,0,0.14238904742400402,0.0,0.0,1.01499908617808e-07,0.000107836106301911,4
626,CALCRL,12.512900000001158,5,0.000412911863633794,0.000793147208121827,5.0,5.0,0.0,5,0.000832223701731025,0.182584723793303,8.833611592565379e-05,0,0.150222184374323,0.0,0.0,8.741761315109501e-07,0.000127640319062301,549
627,CALD1,11.49541136628423,0,2.71956184904173e-20,0.000475888324873096,3.0,0.0,0.0,3,0.0004993342210386152,0.0,3.38707495131675e-05,3,0.0,0.0,3.0,2.6598156925935396e-60,4.81339440286171e-05,0
628,CALM1,9.255034431686099,43,0.008819774698231659,0.0184010152284264,70.0,13.0,0.00167735074642141,116,0.0116511318242344,0.228688720184566,0.00048429469507150596,73,0.18473958579156696,0.0023328852343111398,57.0,2.50701127828127e-05,0.000163606512309722,804
629,CALM2,10.092878698619044,30,0.00021898515877763898,0.0109454314720812,30.0,7.0,3.6421131724507e-05,69,0.00499334221038615,0.212749112328379,0.00033128639825483197,39,0.13288119060413198,0.000196361833297559,23.0,9.643522304338167e-06,7.40468927571575e-05,0
630,CALM3,9.623749975037704,47,0.0184051387243167,0.0160215736040609,51.0,18.0,0.00143096645502392,101,0.00848868175765646,0.239951467965427,0.0005344699048198072,54,0.195772371799911,0.00193399730630092,33.0,8.268094563436641e-05,0.000310640341274101,0
631,CALML3,10.092878698619044,30,0.00021898515877763898,0.0109454314720812,30.0,7.0,3.6421131724507e-05,69,0.00499334221038615,0.212749112328379,0.00033128639825483197,39,0.13288119060413198,0.000196361833297559,23.0,9.643522304338167e-06,7.40468927571575e-05,0
632,CALML5,10.092878698619044,24,0.00021898515877763898,0.00999365482233502,30.0,7.0,3.6421131724507e-05,63,0.00499334221038615,0.211597289911253,0.000306595174043114,39,0.13288119060413198,0.000184662356029602,23.0,8.59749477816019e-06,7.40468927571575e-05,0
633,CALML6,10.092878698619044,24,0.00021898515877763898,0.00999365482233502,30.0,7.0,3.6421131724507e-05,63,0.00499334221038615,0.211597289911253,0.000306595174043114,39,0.13288119060413198,0.000184662356029602,23.0,8.59749477816019e-06,7.40468927571575e-05,0
634,CALR,10.975835962722899,20,2.71956184904173e-20,0.00729695431472081,7.0,0.0,0.0,46,0.00116511318242344,0.22228441811708302,0.000348174035723292,26,0.0,0.00036279293969396096,7.0,5.28632599869274e-05,4.81339440286171e-05,980
635,CAMK1,10.610461907139616,6,0.0019261749661870894,0.00253807106598985,14.0,5.0,3.8556588078529295e-05,16,0.00233022636484687,0.19997067724052803,7.760400332467091e-05,10,0.166767182648948,2.3063058727668398e-05,9.0,5.304197092145099e-06,9.56138054009172e-05,528
636,CAMK1D,10.856661075054397,2,8.742800443692209e-05,0.0012690355329949199,8.0,2.0,8.05765917358765e-06,8,0.0013315579227696401,0.15490577061269697,3.494737413345589e-05,6,0.13131207388299598,9.48401931383119e-06,6.0,8.049058849758159e-07,5.00332365254799e-05,149
637,CAMK1G,10.941108304210672,3,0.000795060933055234,0.0012690355329949199,7.0,3.0,5.84823861478199e-06,8,0.00116511318242344,0.18428007110813502,4.62819796723827e-05,5,0.15308184391973098,3.18140241875377e-06,4.0,1.6141533717100701e-06,6.15697468550994e-05,0
638,CAMK2A,9.690116758196364,45,0.011847886414353,0.0169733502538071,54.0,19.0,0.00107367257871589,107,0.00898801597869507,0.24680298904948397,0.000599089881346297,62,0.19031339005453102,0.0029744188194190608,35.0,0.000173418964332156,0.000302734104495694,644
639,CAMK2B,9.707118206024584,25,0.007733718998899471,0.00983502538071066,37.0,12.0,0.000329596637158718,62,0.00615845539280959,0.224406961708914,0.000256207654561172,37,0.18128650942163102,0.000434527511803325,25.0,2.08762501986922e-05,0.00014056138469520802,20
640,CAMK2D,10.03609109668856,16,0.00693865806584424,0.00650380710659898,26.0,9.0,0.0004367548532417791,41,0.0043275632490013295,0.21859521840002,0.000192167475398679,25,0.17933326258718396,0.000370865785635283,17.0,1.67500742750116e-05,0.000127125581868726,692
641,CAMK2G,10.318569212847763,17,0.00693865806584424,0.005869289340101521,20.0,9.0,9.78763425425463e-05,37,0.0033288948069241,0.22190031766612697,0.000200408125637385,20,0.17933326258718396,0.000141022769052899,11.0,1.88158714620038e-05,0.000127125581868726,516
642,CAMK4,10.254055583292029,16,0.00619790616529308,0.00602791878172589,24.0,9.0,0.00033918617513806296,38,0.0039946737683089215,0.22059342008968902,0.00014361569013428998,22,0.18473958579156696,0.000222664602609525,15.0,3.41043316193117e-05,0.000154037154597425,21
643,CAMKK1,9.798912697620505,41,0.0146808458826519,0.0123730964467005,78.0,41.0,0.00138880321220435,78,0.012982689747003999,0.22991705016062,0.00020483454374615402,37,0.191258678595836,0.0013394273269060099,37.0,9.382364326805072e-05,0.000275191710292049,0
644,CAMKK2,10.037725245465447,2,0.00154334822478908,0.0036484771573604092,23.0,2.0,0.000282970442802007,23,0.003828229027962721,0.19712037429208498,4.3860760681836887e-05,21,0.16103166566251997,0.00031662535521237797,21.0,6.679603237450701e-06,5.68234850287353e-05,0
645,CAMLG,11.619737676818344,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
646,CAMP,10.298653469795632,15,0.00153751619977808,0.00396573604060914,25.0,15.0,0.00210939763385501,25,0.0041611185086551285,0.18948528390925,0.000507071066175917,10,0.155621203738643,0.00125626361569806,10.0,2.2818754527191e-06,0.00124670542301827,549
647,CANX,11.685606107505732,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,4
648,CAP1,11.803256215676837,2,0.00035743654903197595,0.000634517766497462,2.0,1.0,3.9366593897006e-07,4,0.00033288948069241003,0.178525035870211,9.084226701796129e-05,2,0.14732116923134,5.36780855081437e-07,1.0,6.78823410845278e-07,9.500255922461541e-05,20
649,CAPN1,9.332903694458581,31,0.0158870217496185,0.0142766497461929,55.0,10.0,0.000531865640591343,90,0.00915446071904128,0.23749489745455302,0.000357938179170635,59,0.1903695628379,0.000507026080916773,45.0,9.38196441461104e-05,0.000167829456271152,512
