,node,aPDist,pIn_Degree,aEigenvector_Centrality,pDegree_Centrality,aDegree,aIn_Degree,aBetweenness_Centrality,pDegree,aDegree_Centrality,pCloseness_Centrality,pPagerank,pOut_Degree,aCloseness_Centrality,pBetweenness_Centrality,aOut_Degree,pEigenvector_Centrality,aPagerank,hallmark
2904,LMLN,12.509640905309864,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,528
2905,LMNA,12.512900000001158,5,0.0004985612653742629,0.00111040609137056,3.0,3.0,0.0,7,0.0004993342210386152,0.180407174972757,0.000334142574428159,2,0.151425499701364,2.16233192868353e-07,0.0,1.54216985529022e-06,0.000106473347203272,920
2906,LMNB1,12.512900000001158,5,0.00128934735730513,0.00111040609137056,3.0,3.0,0.0,7,0.0004993342210386152,0.19376779245190198,0.000332553336583027,2,0.163916877367718,1.84344915944221e-05,0.0,2.9653711414507398e-05,0.000103680220171955,0
2907,LMNB2,12.512900000001158,4,0.00046467077493144,0.0009517766497461928,2.0,2.0,0.0,6,0.00033288948069241003,0.179480810795969,0.000325829829489594,2,0.149860605429021,0.0,0.0,1.27834705961997e-06,8.94948756360168e-05,0
2908,LMO4,10.2500428357467,8,3.5354304037542395e-19,0.0041243654822335,12.0,1.0,9.42298833358708e-07,26,0.0019973368841544607,0.207362903544517,8.339673247066851e-05,18,0.00016644474034620502,8.21458730410341e-06,11.0,8.81692165183346e-06,5.3253693957785604e-05,16
2909,LMOD1,11.609986936262564,8,2.71956184904173e-20,0.00269670050761421,1.0,0.0,0.0,17,0.00016644474034620502,0.207782302655991,0.00014317454894354598,9,0.0,3.13335406934951e-05,1.0,1.45875098408952e-05,4.81339440286171e-05,16
2910,LMTK2,12.512900000001158,1,0.000213052960162831,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.167093244873398,4.20961683737299e-05,0,0.14124981218723098,0.0,0.0,4.4811928607505397e-07,6.17257537651217e-05,0
2911,LNCR1,11.7238383591283,4,0.0045299987207812,0.000793147208121827,5.0,4.0,6.529953003297011e-05,5,0.000832223701731025,0.21033476147773802,6.26294226702889e-05,1,0.180816394419626,5.59472502584193e-05,1.0,2.7119038284545e-05,9.80480530787122e-05,0
2912,LNPEP,12.512900000001158,1,0.00208378709247627,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.190025534898812,3.9734847793320785e-05,0,0.15797778737434698,0.0,0.0,2.16988057690813e-06,5.89703657198234e-05,32
2913,LOC100290337,11.251400782160395,10,0.000699137891762847,0.004282994923857871,18.0,9.0,0.0,27,0.00299600532623169,0.183097705848963,0.000100273126087701,17,0.150967775503495,0.0,9.0,3.00490692591766e-06,9.56117057258196e-05,0
2914,LOC100291837,12.512900000001158,86,0.0027385353841594398,0.0263324873096447,9.0,9.0,0.0,166,0.00149800266311585,0.21464140087523498,0.000394859714534319,80,0.17080909722130702,1.68838400570536e-05,0.0,0.11541140867487,0.000439009995018037,0
2915,LOC646048,12.512900000001158,72,0.0130665655223834,0.0191941624365482,24.0,24.0,0.0,121,0.0039946737683089215,0.22922814914330802,0.00137497017817316,49,0.186989210946787,0.000884981603096444,0.0,0.00016206349677358898,0.0005219294587794098,0
2916,LOC646821,12.512900000001158,72,0.0130665655223834,0.0191941624365482,24.0,24.0,0.0,121,0.0039946737683089215,0.22922814914330802,0.00137497017817316,49,0.186989210946787,0.000884981603096444,0.0,0.00016206349677358898,0.0005219294587794098,0
2917,LOC650621,10.429767332335127,31,0.0104202514694016,0.008248730964467009,48.0,29.0,4.7783370056567996e-05,52,0.007989347536617841,0.200931698656716,0.00037537181226065,21,0.17026718027845997,3.08968458453041e-05,19.0,0.000169237978380465,0.000570801883886209,0
2918,LOC651610,11.188734764520284,0,2.71956184904173e-20,0.000475888324873096,3.0,0.0,0.0,3,0.0004993342210386152,0.0,3.38707495131675e-05,3,0.0,0.0,3.0,2.6598156925935396e-60,4.81339440286171e-05,0
2919,LOC652346,11.110065168913613,0,2.71956184904173e-20,0.000475888324873096,3.0,0.0,0.0,3,0.0004993342210386152,0.0,3.38707495131675e-05,3,0.0,0.0,3.0,2.6598156925935396e-60,4.81339440286171e-05,0
2920,LOC652614,10.196663771010508,1,2.71956184904173e-20,0.00333121827411168,19.0,0.0,0.0,21,0.0031624500665779,0.145039439613647,4.96337975247506e-05,20,0.0,1.89057035369115e-06,19.0,9.11527572854318e-09,4.81339440286171e-05,0
2921,LOC652671,11.110065168913613,0,2.71956184904173e-20,0.000475888324873096,3.0,0.0,0.0,3,0.0004993342210386152,0.0,3.38707495131675e-05,3,0.0,0.0,3.0,2.6598156925935396e-60,4.81339440286171e-05,0
2922,LOC652799,10.072399317690444,23,0.00524254860826411,0.007614213197969539,28.0,13.0,2.80534532549427e-05,48,0.00466045272969374,0.218927955885407,0.000184951966051138,25,0.179507954048095,3.37124467676243e-05,15.0,4.68559832766241e-05,0.00012842194485219,0
2923,LOC653888,12.512900000001158,10,0.00222675426425231,0.00222081218274112,6.0,6.0,0.0,14,0.0009986684420772304,0.19552325978585802,0.00018363394000243,4,0.156024054683975,1.31307277075544e-06,0.0,1.4231819857019598e-05,0.000180200981828639,0
2924,LOC728622,10.523529472458312,7,2.71956184904173e-20,0.0038071065989847695,10.0,0.0,0.0,24,0.00166444740346205,0.18925589491351802,0.00010456752683193199,17,0.0,3.6429537862697893e-06,10.0,4.8088965877517796e-05,4.81339440286171e-05,0
2925,LOC729991-MEF2B,11.297177067732052,15,0.0195839537031107,0.00317258883248731,17.0,13.0,9.68153009099342e-05,20,0.00282956058588549,0.22712859247438102,0.000175108896622073,5,0.196532971400871,6.31068166081145e-05,4.0,2.6305358433048802e-05,0.000271183949084609,0
2926,LOC731751,11.583363338326151,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
2927,LOC93202,11.68952607755071,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
2928,LOX,11.796156848061594,2,0.0054257424194054295,0.000475888324873096,3.0,2.0,9.088605201030407e-07,3,0.0004993342210386152,0.207686290502046,5.03430806865358e-05,1,0.180386541433312,6.09972649615031e-07,1.0,5.5566240071882e-06,7.893770281515291e-05,1
2929,LOXHD1,11.636066883009152,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
2930,LPA,11.56977373939123,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,32
2931,LPAR2,9.73361754035645,5,0.00312233974957114,0.0046002538071066,25.0,3.0,0.00035945311041063,29,0.0041611185086551285,0.201066529523119,0.000124431563705942,24,0.174140284548041,0.00034433100102329,22.0,3.6425446441645294e-06,0.000155815327695323,0
2932,LPAR3,9.54681652521251,26,0.00455415690546001,0.0111040609137056,40.0,11.0,0.00017837506605996,70,0.0066577896138482,0.22435095448068398,0.000216320975182802,44,0.1735778991845,0.000528240192728125,29.0,2.78899131520651e-05,0.000121085824496991,528
2933,LPAR4,11.139885238808771,2,6.79890462260431e-19,0.000793147208121827,5.0,2.0,0.00012581364640316798,5,0.000832223701731025,0.000317258883248731,7.709017813849871e-05,3,0.00033288948069241003,0.00012904768030246998,3.0,1.6756838863339293e-58,0.000109570943178639,0
2934,LPCAT1,11.561607904809748,1,5.4756265078105e-08,0.000317258883248731,2.0,1.0,2.7668242881895697e-06,2,0.00033288948069241003,0.10815679793839501,5.26321433135797e-05,1,0.0930762795143671,2.8570787390397e-06,1.0,3.4795217272419905e-12,7.48623197633892e-05,0
2935,LPCAT4,11.79592023631246,0,2.71956184904173e-20,0.000317258883248731,2.0,0.0,0.0,2,0.00033288948069241003,0.0,3.38707495131675e-05,2,0.0,0.0,2.0,2.6598156925935396e-60,4.81339440286171e-05,0
2936,LPGP1,12.512900000001158,1,1.44849123583881e-05,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.142289367787382,9.04515055596708e-05,0,0.12127201592219801,0.0,0.0,8.23936735059915e-09,0.00012849910555217,0
2937,LPHN1,12.512900000001158,1,3.5354304037542395e-19,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.15508443093919,5.30492732514246e-05,0,0.00016644474034620502,0.0,0.0,4.2634387163434905e-08,6.861294374529102e-05,0
2938,LPIN1,12.50964090530986,2,0.000436594430471102,0.000475888324873096,3.0,2.0,0.00010914363779319201,3,0.0004993342210386152,0.17522126405034502,6.64903771873489e-05,1,0.148710707884899,0.00011987181190811599,1.0,6.22813419690778e-07,9.43491936476558e-05,512
2939,LPIN2,12.50806704942702,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
2940,LPL,10.65050560825457,38,0.0326509490486855,0.00745558375634518,47.0,38.0,0.0012958103827288199,47,0.00782290279627164,0.242067641541802,0.000543109301207052,9,0.20780413335314002,0.00107701547582151,9.0,7.27989808268504e-05,0.000743246106586611,1
2941,LPO,12.50806704942702,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
2942,LPP,12.019485488434364,2,0.000445919962598538,0.000793147208121827,2.0,1.0,3.30734474321226e-08,5,0.00033288948069241003,0.19004612830137,7.202942484564743e-05,3,0.150413264667632,1.9517911094194895e-07,1.0,3.00200429978905e-06,6.16185102940278e-05,16
2943,LRBA,10.419852820769181,1,3.5354304037542395e-19,0.00174492385786802,11.0,1.0,0.000118564515388948,11,0.0018308921438082602,0.00015862944162436498,6.268370193005501e-05,10,0.00016644474034620502,0.000124024415092,10.0,8.511410216299318e-59,8.9091943461965e-05,0
2944,LRDD,11.836242136795116,9,0.00340590301289613,0.00285532994923858,2.0,1.0,3.72898524764309e-06,18,0.00033288948069241003,0.217800760037672,0.000101636046675523,9,0.17722664804418697,3.02063526976519e-05,1.0,3.91871839654039e-05,7.21211049680519e-05,0
2945,LRIG1,10.85875425195571,0,2.71956184904173e-20,0.000634517766497462,4.0,0.0,0.0,4,0.0006657789613848201,0.0,3.38707495131675e-05,4,0.0,0.0,4.0,2.6598156925935396e-60,4.81339440286171e-05,0
2946,LRP1,11.07129552338187,31,0.0113192712521572,0.00618654822335025,29.0,26.0,0.0012268219718959699,39,0.00482689747003995,0.230506618851332,0.000768364301504285,8,0.191756229788853,0.0012106411194493698,3.0,2.62877149953855e-05,0.00113842764882502,916
2947,LRP11,12.512900000001158,1,3.5354304037542395e-19,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.00015862944162436498,3.67520447548563e-05,0,0.00016644474034620502,0.0,0.0,8.511410216299318e-59,5.22297439719519e-05,0
2948,LRP2,11.478027458812061,5,0.000356141377698752,0.00174492385786802,5.0,2.0,0.000230066364471133,11,0.000832223701731025,0.18150796302180397,0.000128616328519631,6,0.147094379131035,0.000282894638923689,3.0,9.019188224187609e-07,0.000100084004942458,516
2949,LRP5,12.512900000001158,20,0.000489333415560704,0.0053934010152284296,6.0,6.0,0.0,34,0.0009986684420772304,0.205549233834215,0.000354936876549476,14,0.15172813707438598,0.000205216510602337,0.0,1.20589071788531e-05,0.000187813380737453,700
2950,LRP6,10.20524223664539,42,0.0029415514965827803,0.0120558375634518,37.0,22.0,0.00127059797445995,76,0.00615845539280959,0.21911473171614398,0.0005505749626636009,34,0.17222218395054903,0.00164186047391529,15.0,0.00156044245025874,0.00038259515352125295,916
2951,LRP8,10.523714578133161,7,0.000158144043912694,0.00285532994923858,13.0,4.0,7.974407066655841e-05,18,0.00216378162450067,0.193503000078674,0.000137379812359508,11,0.139302824815293,9.37728015985932e-05,9.0,2.6160319072508596e-06,0.00013520506435516896,20
2952,LRPAP1,11.135473090364803,2,0.000547486647150775,0.0009517766497461928,4.0,1.0,7.71884720536075e-05,6,0.0006657789613848201,0.177722061460159,5.61422475784626e-05,4,0.146243881615511,4.2277579262348794e-07,3.0,8.751288745318809e-07,9.2366846392247e-05,260
2953,LRPPRC,10.711238259278012,1,2.71956184904173e-20,0.00111040609137056,5.0,0.0,0.0,7,0.000832223701731025,0.17237991981695802,6.68364802867903e-05,6,0.0,6.57645976541047e-05,5.0,2.40545325404044e-06,4.81339440286171e-05,0
2954,LRRC32,11.6185278415713,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
2955,LRRC4C,12.512900000001158,1,3.5354304037542395e-19,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.00015862944162436498,6.268370193005501e-05,0,0.00016644474034620502,0.0,0.0,8.511410216299318e-59,8.9091943461965e-05,272
2956,LRRFIP1,11.531257513729722,4,0.00297178422425289,0.000793147208121827,5.0,4.0,1.43156942824275e-05,5,0.000832223701731025,0.20192467835468803,4.43665577293718e-05,1,0.167721253125681,1.0100473394118303e-05,1.0,7.823815883961189e-06,6.88794461421582e-05,0
2957,LSP1,11.652669412548153,3,0.00592289723321959,0.000634517766497462,4.0,3.0,1.17113239344513e-05,4,0.0006657789613848201,0.20121280064140598,5.652163773683929e-05,1,0.17510950353486904,2.21354776892873e-06,1.0,6.30073709199303e-06,8.977824558840941e-05,16
2958,LSR,12.512900000001158,1,0.000902408708061734,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.18644051910617396,3.89141974473721e-05,0,0.15513878278095,0.0,0.0,2.4677505149706e-06,5.4911323135303214e-05,16
2959,LTA,10.496433815943016,6,0.0082092086373999,0.0023794416243654803,15.0,6.0,0.000282433155984927,15,0.00249667110519308,0.20629218287217002,0.00010435827445674499,9,0.17825525568847,0.000280292374578687,9.0,8.64238465932707e-06,0.00015232393031835601,901
2960,LTB,11.058533166916627,0,2.71956184904173e-20,0.000475888324873096,3.0,0.0,0.0,3,0.0004993342210386152,0.0,3.38707495131675e-05,3,0.0,0.0,3.0,2.6598156925935396e-60,4.81339440286171e-05,4
2961,LTB4R,12.512900000001158,1,0.00036509029164401,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.16835228977556602,4.06272571740489e-05,0,0.144621193854183,0.0,0.0,1.8895078578415501e-07,5.8625545305357606e-05,5
2962,LTB4R2,10.983965069063341,0,2.71956184904173e-20,0.000634517766497462,4.0,0.0,0.0,4,0.0006657789613848201,0.0,3.38707495131675e-05,4,0.0,0.0,4.0,2.6598156925935396e-60,4.81339440286171e-05,17
2963,LTBP1,11.03985401897187,5,0.000445324520562887,0.0012690355329949199,8.0,5.0,2.64286563227487e-05,8,0.0013315579227696401,0.174963395818302,4.12314692272985e-05,3,0.15144633493273998,1.09941002582451e-05,3.0,5.194010810467922e-07,5.97740229542027e-05,256
2964,LTBR,11.655251439507698,3,0.00027238294236639,0.000634517766497462,4.0,3.0,6.28516954626295e-05,4,0.0006657789613848201,0.162120598199284,6.29559655147683e-05,1,0.14022656351664498,8.21178725472273e-05,1.0,1.1495628982613802e-07,8.98646903849115e-05,645
2965,LTF,10.439787868197998,0,2.71956184904173e-20,0.00158629441624365,10.0,0.0,0.0,10,0.00166444740346205,0.0,3.38707495131675e-05,10,0.0,0.0,10.0,2.6598156925935396e-60,4.81339440286171e-05,900
2966,LTK,10.956097120985522,9,0.00369459814247681,0.00222081218274112,14.0,9.0,0.000471002085315867,14,0.00233022636484687,0.20559624606678104,0.000265198331974764,5,0.171809291128079,0.0004614478772585231,5.0,2.424671994276e-05,0.000385460690699152,656
2967,LUC7L2,12.512900000001158,2,0.0043352668988855,0.000317258883248731,2.0,2.0,0.0,2,0.00033288948069241003,0.20250990123484303,4.3758323696932706e-05,0,0.172551578842801,0.0,0.0,6.33867988148461e-06,6.70062697785404e-05,0
2968,LUZP1,12.512900000001158,5,0.00183749339428724,0.000793147208121827,5.0,5.0,0.0,5,0.000832223701731025,0.18847235542463198,4.7007887899592296e-05,0,0.158911473736961,0.0,0.0,2.83205324346286e-06,6.53236059772372e-05,0
2969,LXN,11.531169429189866,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,1
2970,LY9,12.512900000001158,1,0.00043312621675395,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.18203448082761603,4.02758213496575e-05,0,0.14733712357494502,0.0,0.0,1.76187615272542e-06,5.31973514754125e-05,20
2971,LY96,10.762381278083206,7,0.000981067341622959,0.00269670050761421,7.0,2.0,1.20503788712374e-05,17,0.00116511318242344,0.18911653855056698,0.00012748044449659298,10,0.156898881930258,5.83351002053973e-05,5.0,1.7415595393107102e-06,8.17363952755376e-05,261
2972,LYL1,11.366363454818057,0,2.71956184904173e-20,0.000317258883248731,2.0,0.0,0.0,2,0.00033288948069241003,0.0,3.38707495131675e-05,2,0.0,0.0,2.0,2.6598156925935396e-60,4.81339440286171e-05,0
2973,LYN,8.658072457979982,60,0.0123815307868388,0.029505076142132002,142.0,31.0,0.0019235815594546896,186,0.0236351531291611,0.23433737926628798,0.0005460937187609402,126,0.18765553648379601,0.0019033078772548106,111.0,4.53715580429499e-05,0.000286325765626617,917
2974,LYPLA1,11.876322016974914,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
2975,LYPLAL1,12.512900000001158,1,0.00163311364516076,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.19075105396301395,4.00361138579177e-05,0,0.16043253576415303,0.0,0.0,2.3115645864554798e-06,5.5739987166425904e-05,0
2976,LYZ,12.50806704942702,3,0.00101721635290333,0.000634517766497462,4.0,3.0,1.61456799283626e-06,4,0.0006657789613848201,0.182308611644371,5.632320994116271e-05,1,0.155747243583507,8.91321261107078e-07,1.0,2.18860388538621e-06,8.38004675588764e-05,1
2977,LZTFL1,12.512900000001158,2,0.00169837725307139,0.000317258883248731,2.0,2.0,0.0,2,0.00033288948069241003,0.19311662509446104,4.383782290743189e-05,0,0.160722233369206,0.0,0.0,2.51281600717694e-06,6.28779287185645e-05,0
2978,LZTS1,12.512900000001158,25,0.00747922245412138,0.00571065989847716,14.0,14.0,0.0,36,0.00233022636484687,0.21538712995458997,0.000273908313429879,11,0.183050781356603,0.000336455977375076,0.0,9.977151884781127e-06,0.000178329370635764,528
2979,MACF1,11.666441687469149,8,0.0005791580768553732,0.00206218274111675,5.0,4.0,0.0,13,0.000832223701731025,0.20983150953909502,0.00012016603743614499,5,0.152511723550439,1.8966131020509e-06,1.0,5.28426755352316e-05,0.00015164968504159199,785
2980,MACROD1,11.293613379930465,1,3.85604740736023e-05,0.000475888324873096,3.0,1.0,3.1578631462349e-07,3,0.0004993342210386152,0.148963159642967,3.8086254037780105e-05,2,0.127445947516634,1.4384163350502695e-07,2.0,4.0961721873290803e-08,5.33740854178038e-05,0
2981,MAD1L1,11.713714844400364,2,0.000341206059162937,0.000793147208121827,5.0,2.0,1.24914553553369e-05,5,0.000832223701731025,0.173998197312457,4.9022257700335795e-05,3,0.147371662034687,9.9261469489517e-06,3.0,9.64112699838867e-07,6.82994896230852e-05,784
2982,MAD2L1,10.720250041604574,7,0.00160017256035354,0.00396573604060914,17.0,3.0,4.72932462456562e-05,25,0.00282956058588549,0.189216057857282,8.07965325991577e-05,18,0.16234902243906799,6.944310481123679e-05,14.0,2.8498896554032506e-05,8.89471867302547e-05,896
2983,MAD2L2,10.625013163588198,6,0.000170787907843352,0.00396573604060914,17.0,2.0,8.82061840395275e-05,25,0.00282956058588549,0.16344709975280403,7.14023100032617e-05,19,0.13609159231836399,0.000105674647978513,15.0,3.6741672765125695e-06,7.15282676412218e-05,786
2984,MADCAM1,11.31021580961925,6,0.0072388190987273905,0.00142766497461929,5.0,3.0,1.38860854862531e-05,9,0.000832223701731025,0.220134244365246,0.00015287466366203201,3,0.18816193680834603,5.59910775346312e-05,2.0,1.3270128719096303e-05,0.00016323312623533402,20
2985,MADD,10.70608543850921,9,2.71956184904173e-20,0.004282994923857871,9.0,0.0,0.0,27,0.00149800266311585,0.206244851867726,9.94469170201636e-05,18,0.0,2.72576953310704e-06,9.0,1.2917990328466804e-05,4.81339440286171e-05,640
2986,MAF,11.273776818106526,5,2.71956184904173e-20,0.00206218274111675,3.0,0.0,0.0,13,0.0004993342210386152,0.19742341994520002,8.5460490394141e-05,8,0.0,1.2371382624868401e-05,3.0,4.2729676349746695e-06,4.81339440286171e-05,0
2987,MAFA,11.57600216342181,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,0
2988,MAFB,11.279104676319164,1,0.000296668570712897,0.000475888324873096,3.0,1.0,1.5791954494558e-05,3,0.0004993342210386152,0.165546627415374,4.40409764322219e-05,2,0.14239365910029997,1.33282212214818e-06,2.0,8.18459025037378e-07,6.61721184034405e-05,16
2989,MAFG,11.76636057580322,0,2.71956184904173e-20,0.00015862944162436498,1.0,0.0,0.0,1,0.00016644474034620502,0.0,3.38707495131675e-05,1,0.0,0.0,1.0,2.6598156925935396e-60,4.81339440286171e-05,513
2990,MAGEA12,12.512900000001158,1,0.000717873598618297,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.18150175970707502,3.79982091145416e-05,0,0.154387168365898,0.0,0.0,7.421974146091579e-07,5.37195613839065e-05,0
2991,MAGEA2B,12.512900000001158,1,0.00120507460626005,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.188127366541212,3.86492337354383e-05,0,0.157765360791483,0.0,0.0,1.79528341666683e-06,5.46448342223067e-05,0
2992,MAGEA6,12.512900000001158,2,0.0015934413943536699,0.000317258883248731,2.0,2.0,0.0,2,0.00033288948069241003,0.196502970372256,5.05983505686788e-05,0,0.164617287494225,0.0,0.0,2.4582229125683e-05,7.1045108484118e-05,0
2993,MAGEA9,12.512900000001158,1,0.00120507460626005,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.188127366541212,3.86492337354383e-05,0,0.157765360791483,0.0,0.0,1.79528341666683e-06,5.46448342223067e-05,0
2994,MAGEB6,12.512900000001158,1,0.00102324699704087,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.190276824947607,3.71417855148784e-05,0,0.15588833602545302,0.0,0.0,2.13795411811409e-06,5.1264691121382e-05,0
2995,MAGED1,10.739524313530001,4,0.00163311364516076,0.00174492385786802,6.0,1.0,4.60976322404218e-06,11,0.0009986684420772304,0.19435018363666395,5.38213559990637e-05,7,0.160380971999206,4.0301923426902e-06,5.0,2.97405232229861e-06,5.5739987166425904e-05,896
2996,MAGEE1,12.512900000001158,1,1.1263513267525399e-05,0.00015862944162436498,1.0,1.0,0.0,1,0.00016644474034620502,0.159160363507567,4.1935400218406895e-05,0,0.11773931797242401,0.0,0.0,1.4264218271299301e-07,5.309280259243061e-05,0
2997,MAGI2,11.600473855883186,6,2.71956184904173e-20,0.00206218274111675,1.0,0.0,0.0,13,0.00016644474034620502,0.191912507870513,0.000126705020450093,7,0.0,0.000183709406852949,1.0,9.69781935054752e-06,4.81339440286171e-05,788
2998,MAGI3,11.251562689299758,8,2.71956184904173e-20,0.00285532994923858,2.0,0.0,0.0,18,0.00033288948069241003,0.19133042874804101,0.000147196170503806,10,0.0,5.04633369180527e-05,2.0,9.88811352816136e-06,4.81339440286171e-05,0
2999,MAGOH,12.512900000001158,26,0.000165110785649276,0.0050761421319797,20.0,20.0,0.0,32,0.0033288948069241,0.169575209746365,0.00031908851036074,6,0.131942905889151,0.0,0.0,2.2518456052926003e-06,7.68995549672654e-05,0
3000,MAK,11.385727325678527,0,2.71956184904173e-20,0.000317258883248731,2.0,0.0,0.0,2,0.00033288948069241003,0.0,3.38707495131675e-05,2,0.0,0.0,2.0,2.6598156925935396e-60,4.81339440286171e-05,512
3001,MALT1,11.088084872691285,6,2.71956184904173e-20,0.0023794416243654803,3.0,0.0,0.0,15,0.0004993342210386152,0.19958219068949398,9.99812230149927e-05,9,0.0,1.3417537063280199e-06,3.0,8.826961703892999e-06,4.81339440286171e-05,661
3002,MAML1,11.00429555666533,13,2.71956184904173e-20,0.0046002538071066,5.0,0.0,0.0,29,0.000832223701731025,0.21225931212880303,0.00016794659470905702,16,0.0,3.09332507005604e-05,5.0,1.6503699034354e-05,4.81339440286171e-05,0
3003,MAML2,10.996747462140414,12,2.71956184904173e-20,0.0044416243654822295,5.0,0.0,0.0,28,0.000832223701731025,0.206980931813374,0.000156223328779283,16,0.0,2.48237389677526e-05,5.0,1.19881248840039e-05,4.81339440286171e-05,0
3004,MAML3,11.681694308537462,12,2.71956184904173e-20,0.00396573604060914,2.0,0.0,0.0,25,0.00033288948069241003,0.206980931813374,0.000156223328779283,13,0.0,1.7276319571950698e-05,2.0,1.19881248840039e-05,4.81339440286171e-05,0
3005,MAOA,12.512900000001158,3,0.000243757689095237,0.000475888324873096,3.0,3.0,0.0,3,0.0004993342210386152,0.1726634494152,0.000126095892185119,0,0.142934202093176,0.0,0.0,2.96410542864803e-07,0.000177122821372762,0
3006,MAOB,12.512900000001158,3,0.000583679555695853,0.000475888324873096,3.0,3.0,0.0,3,0.0004993342210386152,0.17607859482659696,0.000112609414778968,0,0.149797572687306,0.0,0.0,6.81773352212055e-07,0.000167946466329196,0
3007,MAP1A,12.512900000001158,2,1.06522890018978e-05,0.000475888324873096,1.0,1.0,0.0,3,0.00016644474034620502,0.18718687841438503,5.70106007136776e-05,1,0.119196447375177,1.90345117722574e-06,0.0,5.03503370019895e-06,5.5251128311644895e-05,0
3008,MAP1B,12.512900000001158,8,0.000825687312309242,0.00142766497461929,7.0,7.0,0.0,9,0.00116511318242344,0.19934982244619,9.519286459873007e-05,1,0.158647760781159,2.20057626472846e-06,0.0,7.93012568226711e-06,0.000130354034901393,528
3009,MAP2,11.622061674155757,14,0.00574143936457206,0.00285532994923858,12.0,11.0,0.00023737635613692003,18,0.0019973368841544607,0.22333371102248,0.000142826191591818,4,0.179470491518555,0.000217258300402324,1.0,2.7220764206504695e-05,0.000142064947088778,16
3010,MAP2K1,9.236460409386275,81,0.10338946117254101,0.0214149746192893,120.0,78.0,0.0041493183692064,135,0.0199733688415446,0.262937678059373,0.000855348082720865,54,0.223560512615184,0.0030927063287839803,42.0,0.000382664858786034,0.00177103432892063,848
3011,MAP2K2,9.999506456981472,45,0.0755731331664785,0.0109454314720812,58.0,43.0,0.000523013975570368,69,0.009653794940079893,0.251516000801758,0.0005289912367888058,24,0.21342557210284804,0.00037756679577391516,15.0,0.00022574912373639903,0.0012018881733502401,528
3012,MAP2K3,10.26092439673855,53,0.036749083800865695,0.0106281725888325,58.0,49.0,0.0010933794884605,67,0.009653794940079893,0.24785777538167303,0.000623758948975847,14,0.21316106052873102,0.0009065614473646367,9.0,0.000116054522988055,0.000930212720349559,33
